id,name,definition,example,category
12,"Falacia Naturalista (Falacia del Ser-Deber Ser)","Ocurre cuando alguien argumenta desde una declaración de hecho (lo que 'es') a una declaración de valor (lo que 'debería' ser). Asume que la forma en que son las cosas es la forma en que deberían ser.","Debido a que los animales en la naturaleza comen carne, es moralmente aceptable que los humanos coman carne. Este argumento toma un hecho descriptivo sobre el mundo natural e intenta derivar una prescripción moral de él.","relevancia"
13,"Pista Falsa (Red Herring)","Esta es una táctica de distracción. Un argumentador comete una falacia de pista falsa al introducir un tema irrelevante en una discusión para desviar la atención del tema original.","Cuando se le pregunta sobre su historial de votación en protección ambiental, un senador responde: 'Estoy mucho más preocupado por la amenaza del terrorismo'. Esto evita la pregunta introduciendo un tema diferente.","relevancia"
14,"Hombre de Paja","Esta falacia ocurre cuando alguien distorsiona, tergiversa o exagera la posición de un oponente para que sea más fácil de atacar. En lugar de refutar el argumento real, derriban una versión más débil y fabricada.","Persona A: 'Creo que deberíamos aumentar la financiación de las escuelas públicas'. Persona B: '¿Así que estás diciendo que deberíamos simplemente arrojar dinero ilimitado a un sistema roto e ignorar nuestra deuda nacional? ¡Eso es irresponsable!'","relevancia"
15,"Apelación a la Emoción","Esta es una categoría amplia de falacias que implica manipular las emociones de una audiencia, como el miedo, la piedad o la alegría, para ganar un argumento, especialmente en ausencia de evidencia fáctica.","Un anuncio de una organización benéfica muestra imágenes tristes de niños hambrientos con música conmovedora, instando a los espectadores a donar. El anuncio apela principalmente a la piedad en lugar de presentar un caso lógico.","relevancia"
16,"Apelación al Miedo (Argumentum ad Baculum)","Un tipo específico de apelación a la emoción donde un argumentador intenta crear apoyo para una idea infundiendo miedo a una alternativa. Se basa en tácticas de miedo en lugar de evidencia.","Si no aprobamos este proyecto de ley de vigilancia, un gran ataque terrorista en nuestro suelo es inevitable. Este argumento utiliza el miedo, no la evidencia de la efectividad del proyecto de ley.","relevancia"
17,"Apelación al Halago","Esta falacia implica el uso de halagos y cumplidos para persuadir a una audiencia de que acepte una conclusión, en lugar de proporcionar evidencia. La apelación es a la vanidad del oyente, no a su intelecto.","Una persona de su gusto refinado seguramente puede ver la calidad superior de esta costosa obra de arte. El cumplido tiene la intención de hacer que el comprador potencial sea más agradable.","relevancia"
18,"Apelación a la Piedad (Argumentum ad Misericordiam)","Esta falacia intenta ganar apoyo para un argumento o idea explotando los sentimientos de piedad o culpa del oponente. El atractivo emocional se utiliza como sustituto de un argumento razonado.","Profesor, sé que reprobé el examen, pero he tenido un semestre muy difícil. Si no apruebo esta clase, perderé mi beca. Tiene que darme una calificación aprobatoria.","relevancia"
19,"Apelación al Ridículo","Esta falacia implica presentar el argumento de un oponente como absurdo, ridículo o humorístico, y por lo tanto no digno de consideración seria. La burla se utiliza en lugar de una contra-argumentación real.","¿De verdad crees en la teoría de la evolución? ¿Así que crees que tu abuelo era un mono? ¡Qué gracioso! Esta caricatura tiene la intención de burlarse de la posición en lugar de comprometerse con la evidencia.","relevancia"
20,"Apelación al Rencor","Esta falacia intenta influir en una audiencia explotando sus sentimientos existentes de amargura, rencor o resentimiento hacia el lado contrario. El argumento se basa en la animosidad en lugar de la lógica.","¿Por qué apoyarías una política propuesta por ese partido? ¿Recuerdas cómo bloquearon el proyecto de ley que todos queríamos el año pasado? Votemos en contra de esto solo para devolvérsela.","relevancia"
21,"Pensamiento Ilusorio","Esta falacia ocurre cuando una persona concluye que una proposición debe ser verdadera porque quiere que sea verdadera. El deseo de que algo sea verdad se utiliza como evidencia de su veracidad.","Estoy seguro de que conseguiré el trabajo porque sería perfecto para mí y realmente lo necesito. El deseo del hablante no tiene relación con la decisión del empleador.","relevancia"
22,"Apelación a la Novedad (Argumentum ad Novitatem)","Esta falacia afirma que una idea o propuesta es correcta o superior únicamente porque es nueva y moderna. La novedad no es evidencia de calidad o verdad.","Nuestra empresa necesita cambiar a este nuevo software de gestión. Es la última versión, por lo que debe ser mucho más eficiente que nuestro antiguo sistema.","relevancia"
23,"Argumento desde la Incredulidad","Esta falacia afirma que una proposición debe ser falsa porque contradice las expectativas o creencias personales de uno, o porque es difícil de imaginar. La incapacidad de una persona para comprender algo no lo hace falso.","Me resulta imposible creer que la inmensidad del universo pudiera haber surgido de un solo punto en el Big Bang. Por lo tanto, la teoría debe estar equivocada.","relevancia"
24,"Apelación a la Ignorancia (Argumentum ad Ignorantiam)","Esta falacia afirma que una proposición es verdadera porque no hay evidencia para probar que es falsa, o que es falsa porque no hay evidencia para probar que es verdadera. La falta de evidencia no es evidencia.","Nadie ha podido probar que los fantasmas no existen, por lo que es razonable creer que sí existen. La carga de la prueba recae en la persona que hace la afirmación.","relevancia"
25,"Apelación a la Verdad Evidente","Esta falacia implica presentar una afirmación como 'evidente' u 'obvia' y, por lo tanto, que no necesita evidencia de apoyo. Esta táctica intenta cerrar el debate.","Es evidente que aumentar los impuestos a las corporaciones perjudica la economía. Esto se presenta como un hecho innegable, pero es una afirmación económica compleja que requiere evidencia.","relevancia"
26,"Apelación a la Piedra (Argumentum ad Lapidem)","Esta falacia consiste en desestimar una declaración como absurda sin dar ninguna prueba de su absurdidad. Es una negativa a comprometerse con el argumento mismo.","La Persona A expone un argumento detallado para un cambio de política. La Persona B responde simplemente diciendo: 'Esa es la proposición más absurda que he oído', y no ofrece ningún contraargumento.","relevancia"
27,"Falacia de la Carga de la Prueba","Esta falacia ocurre cuando alguien hace una afirmación pero pone la carga de la prueba en la otra parte para que la refute, en lugar de proporcionar evidencia para su propia afirmación. Quien afirma debe probar.","Afirmo que una tetera está orbitando el sol entre la Tierra y Marte. Como no puedes probar que no está allí, debes aceptar mi afirmación como verdadera.","relevancia"
28,"Falacia de Composición","Este es el error de asumir que lo que es verdadero de una parte también es verdadero del todo. Las propiedades de las partes no se transfieren necesariamente a las propiedades de la entidad completa.","Cada jugador de este equipo de baloncesto es una superestrella. Por lo tanto, el equipo en sí debe ser el mejor de la liga. Esto ignora que un equipo de superestrellas puede no tener buena química.","relevancia"
29,"Falacia de División","La inversa de la falacia de composición, este es el error de asumir que lo que es verdadero del todo también es verdadero de sus partes.","Nuestra empresa es muy rentable. Por lo tanto, cada uno de los empleados de nuestra empresa debe ser rentable. Esto ignora que el éxito es un resultado colectivo.","relevancia"
30,"Falacia de la Causa Única (Sobresimplificación Causal)","Esta falacia ocurre cuando se asume que hay una única y simple causa para un resultado cuando en realidad puede haber sido causado por una serie de causas conjuntamente suficientes.","El tiroteo en la escuela ocurrió debido a los videojuegos violentos. Esto sobresimplifica un evento complejo, ignorando otros posibles factores contribuyentes.","relevancia"
31,"Falacia de Intencionalidad","Este es el sesgo de asumir que los resultados de las acciones de una persona fueron los que pretendía. A menudo implica atribuir intenciones maliciosas a accidentes o consecuencias no deseadas.","Mi colega no respondió a mi correo electrónico importante, por lo que debe estar ignorándome intencionadamente. Esto asume un motivo malicioso, mientras que simplemente podría haber omitido el correo electrónico.","relevancia"
32,"Inflación del Conflicto","Esta falacia ocurre cuando alguien exagera un desacuerdo menor o interno entre expertos en un campo para desestimar por completo el consenso del campo.","Los científicos no están de acuerdo sobre la tasa exacta del cambio climático, por lo que todo el concepto de calentamiento global probablemente no sea cierto. Esto ignora el abrumador consenso de que está sucediendo.","relevancia"
33,"Falacia Lúdica","Este es el mal uso de juegos y modelos estadísticos de azar para representar situaciones complejas del mundo real, ignorando el impacto de eventos desconocidos de 'cisne negro'.","Según mis modelos financieros, el mercado tiene un 0.1% de posibilidades de colapsar, por lo que mis inversiones son perfectamente seguras. Esto trata a la economía como un juego de casino con probabilidades conocidas.","relevancia"
34,"Mover los Postes de la Portería","Esta falacia ocurre cuando los criterios para la prueba o aceptación de un argumento se cambian después de que se han cumplido los criterios iniciales. Es una táctica injusta para evitar conceder un punto.","Persona A: 'Pruebe que su política reducirá los costos'. Persona B proporciona un informe que muestra reducciones de costos. Persona A responde: 'Está bien, pero ahora pruebe que no afectará la moral de los empleados'.","relevancia"
35,"Sesgo de Resultado","Este es el error de evaluar la calidad de una decisión en función de su resultado en lugar de la calidad del proceso de toma de decisiones en el momento en que se tomó.","Un cirujano realiza una operación de alto riesgo a la perfección, pero el paciente muere por una complicación rara. Juzgar al cirujano como incompetente es un sesgo de resultado.","relevancia"
36,"Pendiente Resbaladiza","Esta falacia afirma que un primer paso relativamente pequeño conducirá inevitablemente a una cadena de eventos relacionados que culminarán en algún efecto negativo significativo, sin evidencia suficiente de la inevitabilidad.","Si permitimos que la ciudad prohíba las pajitas de plástico, lo siguiente que sabrás es que prohibirán todas las bolsas de plástico, y eventualmente no podremos comprar nada en plástico.","relevancia"
37,"Falacia del Francotirador de Texas","Esta falacia se comete cuando se ignoran las diferencias en los datos, pero se enfatizan las similitudes. Implica seleccionar grupos de datos para adaptarse a un argumento.","Una compañía de refrescos señala que en los cinco estados donde sus ventas son más altas, tres también se encuentran entre los diez estados más saludables. Concluyen que su refresco es parte de un estilo de vida saludable.","relevancia"
38,"Apelación a la Probabilidad","Esta es una falacia de asumir que porque algo podría suceder, inevitablemente sucederá. Esto confunde la posibilidad con la certeza.","Hay tantos coches en la carretera, es inevitable que algún día tenga un accidente grave, así que bien podría conducir de forma imprudente.","relevancia"
39,"Dirección Incorrecta (Inversión Causal)","Esta falacia ocurre cuando se invierten la causa y el efecto. El argumentador afirma que X causa Y, cuando en realidad es Y lo que causa X.","Al observar que las personas muy enfermas suelen estar en hospitales, alguien concluye que los hospitales enferman a las personas. En realidad, las personas van a los hospitales porque ya están enfermas.","causal"
40,"La Correlación Implica Causalidad (Cum Hoc Ergo Propter Hoc)","Esta falacia es el error de concluir que debido a que dos eventos ocurren juntos, uno debe ser la causa del otro. Pasa por alto la posibilidad de que un tercer factor cause ambos.","A medida que aumentan las ventas de helados, también lo hace el número de ataques de tiburones. Por lo tanto, comprar helado causa ataques de tiburones. En realidad, el clima cálido es la causa de ambos.","causal"
41,"Post Hoc Ergo Propter Hoc","Literalmente 'después de esto, por lo tanto, a causa de esto', esta falacia ocurre cuando se asume que debido a que un evento siguió a otro, el primer evento debe haber causado el segundo.","Llevé mi camiseta de la suerte y mi equipo ganó el partido. Por lo tanto, mi camiseta hizo que el equipo ganara. La sucesión temporal de eventos no es suficiente para establecer la causalidad.","causal"
42,"Falacia de Regresión","Esta falacia no tiene en cuenta las fluctuaciones naturales y la regresión a la media. Atribuye una vuelta a la normalidad a una acción tomada cuando un resultado fue excepcional.","Un paciente con dolor de espalda extremo prueba un nuevo remedio y se siente mejor una semana después. Atribuyen la recuperación al remedio, pero es probable que el dolor extremo regresara naturalmente a un estado promedio menos doloroso.","causal"
43,"Falacia de la Tercera Causa","Una variación de la falacia 'la correlación implica causalidad', este error ocurre cuando un tercer factor no reconocido (una variable de confusión) es la causa de dos eventos correlacionados.","El número de cigüeñas en una región se correlaciona con la tasa de natalidad humana. Por lo tanto, las cigüeñas entregan a los bebés. La tercera causa es el tamaño de la región; las regiones más grandes tienen más cigüeñas y más personas.","causal"
44,"Falacia del Jugador","La creencia errónea de que si un evento aleatorio en particular ocurre con más frecuencia de lo normal en el pasado, es menos probable que suceda en el futuro (o viceversa).","En una ruleta, después de diez números rojos, un jugador cree que un número negro está 'por salir'. En realidad, la probabilidad es la misma en cada giro.","causal"
45,"Falacia de la Mano Caliente","La inversa de la Falacia del Jugador, esta es la creencia de que una persona que ha experimentado éxito con un evento aleatorio tiene una mayor probabilidad de éxito adicional.","Un jugador de baloncesto hace varias canastas seguidas, y los fanáticos creen que tiene una 'mano caliente' y es más probable que haga su próximo tiro. Estadísticamente, cada tiro es un evento independiente.","causal"
46,"Sesgo de Supervivencia","Un error lógico de concentrarse en las personas o cosas que 'sobrevivieron' a algún proceso y pasar por alto inadvertidamente a aquellos que no lo hicieron debido a su falta de visibilidad.","Analizar los bombarderos que regresaban en la Segunda Guerra Mundial para ver dónde fueron alcanzados, sugiriendo agregar blindaje a esas áreas. La falacia es no blindar las áreas que *no* fueron alcanzadas, ya que los aviones alcanzados allí probablemente no sobrevivieron para regresar.","causal"
47,"Pensamiento Mágico","La creencia de que los pensamientos, palabras o acciones de uno pueden influir en los eventos del mundo físico de una manera no respaldada por las leyes de la física.","Un atleta cree que usar un par específico de calcetines de la 'suerte' fue la razón por la que ganó un campeonato. Esto atribuye poder causal a un objeto sin influencia real.","causal"
48,"Falacia del Costo Hundido (Falacia del Concorde)","Continuar un comportamiento o esfuerzo como resultado de los recursos previamente invertidos (tiempo, dinero o esfuerzo), independientemente de si los costos actuales superan los beneficios esperados.","Ya hemos gastado millones en el desarrollo de este nuevo producto. No se está vendiendo bien, pero no podemos simplemente detenernos ahora; tenemos que justificar la inversión inicial.","causal"
49,"Falacia de Asociación (Culpabilidad por Asociación)","Esta falacia afirma que las cualidades de una cosa son inherentemente cualidades de otra, simplemente por una asociación irrelevante.","Mi oponente político una vez aceptó una donación de campaña de una corporación controvertida. Por lo tanto, mi oponente debe respaldar las prácticas poco éticas de esa corporación.","causal"
50,"Falacia Ecológica","Esta falacia implica hacer inferencias sobre un individuo basándose en datos agregados para el grupo al que pertenece ese individuo. Las estadísticas a nivel de grupo no se aplican necesariamente a los individuos.","Un estudio muestra que el País X tiene un puntaje de felicidad nacional muy alto. Mi amiga es del País X, por lo que debe ser una persona muy feliz.","causal"
51,"Falacia Etimológica","El error de argumentar que el significado histórico u original de una palabra (su etimología) es su único significado correcto y actual, ignorando la evolución del lenguaje.","Alguien argumenta que la palabra 'terrible' debería ser un término positivo porque originalmente significaba 'digno de asombro'. Esto ignora que su significado ha cambiado a lo largo de los siglos.","causal"
52,"Falacia del Historiador","Ocurre cuando se asume que los tomadores de decisiones del pasado veían los eventos desde la misma perspectiva y tenían la misma información que aquellos que analizan la decisión posteriormente.","Los generales de la Primera Guerra Mundial deberían haber sabido que la guerra de trincheras conduciría a un punto muerto; era obvio. Esto ignora las teorías militares contemporáneas que guiaron sus decisiones.","causal"
53,"Falacia de McNamara","Esta falacia implica tomar una decisión basándose únicamente en métricas y datos cuantitativos, mientras se ignoran los factores cualitativos y la información que es difícil de medir.","Un distrito escolar evalúa a sus maestros basándose únicamente en los puntajes de las pruebas de los estudiantes. Esto ignora otros factores cruciales como la capacidad de un maestro para inspirar creatividad y brindar apoyo emocional.","causal"
54,"Falacia del Nirvana (Falacia de la Solución Perfecta)","El error de rechazar cualquier solución realista porque no resuelve un problema por completo. Compara una propuesta práctica con una alternativa 'perfecta' idealizada e irreal.","¿Por qué deberíamos implementar este nuevo programa de reciclaje? No eliminará todos los desechos, por lo que no vale la pena hacerlo. Esto rechaza un paso positivo porque no es una solución perfecta.","causal"
55,"Falacia de la Ventana Rota","Una falacia económica que argumenta que un evento destructivo es bueno para la economía porque estimula el gasto en reparaciones. Ignora los costos ocultos: el dinero podría haberse gastado en algo nuevo.","El huracán fue una bendición disfrazada porque creó muchos trabajos de construcción para reconstruir la ciudad. Esto pasa por alto que los recursos podrían haberse utilizado para un nuevo progreso.","causal"
56,"Apelación a la Coincidencia","Esta falacia ocurre cuando un argumentador desestima una fuerte evidencia de un vínculo causal al afirmar que la correlación es simplemente una coincidencia, a menudo sin proporcionar evidencia de la coincidencia misma.","Es solo una coincidencia que cada vez que nuestro CEO vende sus acciones, la compañía anuncia malas noticias una semana después. Esto descarta un patrón sospechoso que probablemente apunta a información privilegiada.","causal"
57,"Heurístico de Disponibilidad (como falacia)","Un atajo mental que se basa en ejemplos inmediatos que vienen a la mente. Esto se convierte en una falacia cuando estos ejemplos vívidos se utilizan para juzgar la probabilidad y construir un argumento.","Después de ver varios informes de noticias sobre ataques de tiburones, una persona argumenta que las playas deberían cerrarse, exagerando el riesgo basado en eventos vívidos pero estadísticamente raros.","causal"
58,"Sesgo de Confirmación (como falacia)","La tendencia a construir un argumento buscando, interpretando y recordando solo la información que confirma las creencias preexistentes, mientras se ignora la evidencia contradictoria.","Una persona que cree que una dieta es saludable solo buscará testimonios y artículos que la respalden, y luego presentará esta información seleccionada como prueba de su efectividad.","causal"
59,"Falacia del Mundo Justo","El sesgo cognitivo de que las acciones de una persona tienden a traer consecuencias moralmente justas. Se convierte en una falacia cuando se usa para argumentar que las víctimas de la desgracia deben haberla merecido.","Le robaron porque ostentaba sus joyas caras en un mal barrio; se lo estaba buscando. Esto culpa a la víctima por el crimen.","causal"
60,"Falacia del Foco de Atención","La tendencia a asumir que la cobertura de los medios de comunicación sobre un grupo es representativa del grupo en su conjunto. Es una falacia de generalización basada en los miembros más visibles.","Al ver informes de noticias que se centran exclusivamente en protestas violentas, una persona concluye que todas las personas que apoyan esa causa son violentas, incluso si la gran mayoría son pacíficas.","causal"
61,"Falso Dilema (Falsa Dicotomía)","Esta falacia presenta una situación como si solo tuviera dos alternativas, cuando en realidad existen o pueden existir otras alternativas. Limita artificialmente las opciones para forzar una decisión.","O estás con nosotros o estás con los terroristas. Esto presenta solo dos opciones, ignorando la posibilidad de neutralidad u oposición a ambos lados.","condicional"
62,"Falacia del Continuo (Falacia del Montón)","Esta falacia rechaza una afirmación porque no es posible trazar una línea precisa entre dos estados. Explota la ambigüedad de los términos vagos.","No se puede decir con certeza cuándo un conjunto de arena se convierte en un montón. Por lo tanto, los montones no existen. La incapacidad de definir un umbral preciso no niega el concepto.","condicional"
63,"Petición de Principio (Razonamiento Circular)","Un argumento donde la conclusión se asume en una de las premisas. Es una forma de razonamiento circular que no proporciona evidencia real, ya que argumenta que una declaración es verdadera porque es verdadera.","La Biblia es la palabra de Dios porque así lo dice en la Biblia, y Dios no mentiría. La premisa (la Biblia es verdadera) es también la conclusión.","condicional"
64,"Generalización Apresurada","Esta falacia implica sacar una conclusión amplia basada en un tamaño de muestra pequeño o no representativo. La conclusión es un salto que no está justificado por la evidencia.","Conocí a dos personas de Nueva York y ambas fueron groseras. Por lo tanto, todos los de Nueva York son groseros. Esta conclusión se basa en una muestra anecdótica de dos.","condicional"
65,"Ningún Verdadero Escocés","Una forma de reinterpretar la evidencia para evitar la refutación de la propia posición. Un argumentador modifica su afirmación en respuesta a un contraejemplo, excluyendo el caso específico sin justificación.","Persona A: 'Ningún escocés le pone azúcar a su avena'. Persona B: 'Pero mi tío Angus es escocés y sí lo hace'. Persona A: 'Ah, pero ningún *verdadero* escocés le pone azúcar a su avena'.","condicional"
66,"Equivocación","El uso engañoso de un término con más de un significado o sentido. A menudo ocurre en silogismos, donde un término clave cambia de significado.","El letrero decía 'Fine for parking here' (Multa/Bien por estacionar aquí), y como estaba bien, estacioné allí. Esto juega con la palabra 'fine', que puede significar 'aceptable' o 'una sanción monetaria'.","condicional"
67,"Anfibología","Una falacia de ambigüedad donde la ambigüedad no radica en una palabra o frase, sino en la estructura gramatical de una oración. La oración puede interpretarse de más de una manera.","El oráculo le dijo a Creso que si iba a la guerra con Persia, destruiría un poderoso imperio. Creso fue a la guerra y destruyó su propio poderoso imperio. La declaración era ambigua.","condicional"
68,"Selección de Cerezas (Evidencia Suprimida)","El acto de señalar casos o datos individuales que parecen confirmar una posición particular, mientras se ignora una porción significativa de casos o datos relacionados que pueden contradecir esa posición.","Un político destaca una sola ciudad donde su nueva política económica ha tenido éxito, mientras deliberadamente no menciona las otras diez ciudades donde la misma política ha fracasado.","condicional"
69,"Súplica Especial","Esta falacia ocurre cuando alguien aplica estándares o reglas a otras personas, mientras se exime a sí mismo o a sus propias circunstancias de las mismas reglas sin una justificación adecuada.","Sí, creo en la libertad de expresión para todos, pero las opiniones de mi oponente son tan peligrosas que no deberían permitirse en este campus. Esto crea una excepción especial.","condicional"
70,"Falsa Equivalencia","Un argumento o comparación que describe una situación en la que existe una equivalencia lógica y aparente, cuando en realidad no la hay. A menudo compara una falta menor con una atrocidad mayor.","La persona que descargó ilegalmente una película es tan mala como el CEO que malversó millones. Ambos son ladrones. Esto equipara falsamente dos acciones de escalas muy diferentes.","condicional"
71,"Argumento a la Moderación (Falso Compromiso)","La falacia de que la verdad siempre está en el medio de dos opuestos. Si bien el compromiso puede ser útil, no garantiza una conclusión lógicamente sólida.","Una persona dice que el cielo es azul y otra dice que el cielo es amarillo. Por lo tanto, la verdad debe ser que el cielo es verde. Esto es falaz porque una de las posiciones es fácticamente correcta.","condicional"
72,"Reificación (Hipostatización)","Esta es una falacia de ambigüedad, donde una abstracción (una creencia abstracta o un constructo hipotético) se trata como si fuera un evento concreto y real o una entidad física.","La justicia exige que castiguemos a los culpables. Aquí, se habla de la 'justicia' como un agente concreto que puede hacer demandas, cuando en realidad es un concepto abstracto.","condicional"
73,"Falacia del Psicólogo","Ocurre cuando un observador asume que su interpretación subjetiva de un evento es la misma que la experiencia subjetiva de la persona involucrada en el evento.","Un terapeuta, al ver a un cliente sonreír al discutir un trauma, concluye: 'Debe estar encontrando alegría en su sufrimiento pasado'. El terapeuta está proyectando una interpretación estándar de una sonrisa.","condicional"
74,"Argumento desde el Silencio","Una falacia donde una conclusión se basa en la ausencia de evidencia en lugar de en su presencia. Asume que si una fuente no mencionó algo, no debe haber sucedido.","Heródoto, el gran historiador, nunca menciona las pirámides de Giza en sus escritos sobre Egipto. Por lo tanto, no deben haber estado allí cuando él visitó.","condicional"
75,"Falacia de la Conjunción","La suposición de que un resultado que satisface múltiples condiciones específicas es más probable que un resultado que satisface una sola, más general.","Cuando se pregunta qué es más probable: 'Un hombre sufrirá un ataque al corazón' o 'Un hombre mayor de 55 años, con sobrepeso y fumador sufrirá un ataque al corazón', muchas personas eligen la segunda opción, aunque el primer grupo incluye lógicamente al segundo.","condicional"
76,"Falacia de la Tasa Base (como falacia)","Esta falacia implica ignorar la información estadística de la tasa base y centrarse en cambio en información específica, a menudo anecdótica, para construir un argumento.","Si ves a un hombre tranquilo al que le gusta la poesía, ¿es más probable que sea un profesor de clásicos o un camionero? Argumentar a favor de 'profesor' ignora el número mucho mayor de camioneros (la tasa base).","condicional"
77,"Falacia del Fiscal","Una falacia de razonamiento estadístico donde la probabilidad de una coincidencia aleatoria se asume como la probabilidad de que el acusado sea inocente. Confunde P(Evidencia|Inocente) con P(Inocente|Evidencia).","Hay una probabilidad de uno en un millón de que el ADN del acusado coincida si fuera inocente. Por lo tanto, hay una probabilidad de uno en un millón de que sea inocente. Esto es incorrecto.","condicional"
78,"Pregunta Cargada","Una pregunta que contiene una suposición controvertida o injustificada (por ejemplo, una presunción de culpabilidad). Responder directamente a tal pregunta implica estar de acuerdo con la suposición.","¿Has dejado de hacer trampa en tus exámenes? Esta pregunta presupone que la persona ha hecho trampa en el pasado. Tanto una respuesta de 'sí' como de 'no' es una admisión de culpabilidad.","condicional"
79,"Doble Vínculo","Un dispositivo retórico donde a una persona se le ofrecen dos opciones, pero ambas conducen al mismo resultado indeseable para ella, atrapándola efectivamente.","Un gerente le dice a un empleado: 'Necesito que seas más asertivo, pero no cuestiones mi autoridad'. El empleado es criticado tanto si actúa de forma independiente como si permanece pasivo.","condicional"
80,"Efecto de Encuadre (como falacia)","La falacia de manipular una conclusión presentando información idéntica de diferentes maneras.","A un grupo se le dice que un nuevo procedimiento tiene una 'tasa de éxito del 90%', mientras que a otro se le dice que tiene una 'tasa de fracaso del 10%'. Argumentar que uno es mejor que el otro es una falacia.","condicional"
