id,name,definition,example,category
11,"Effet de retour de flamme (Backfire effect)","La réaction à des preuves infirmant une croyance en renforçant ses convictions antérieures.","Lorsqu'une personne est confrontée à des preuves scientifiques qui contredisent ses convictions politiques, elle peut devenir encore plus convaincue que sa croyance originale est correcte.","need_to_act_fast"
12,"Effet de mode (Bandwagon effect)","La tendance à faire ou à croire des choses parce que beaucoup d'autres personnes font ou croient la même chose.","Investir dans une 'action mème' simplement parce qu'elle est populaire et que beaucoup d'autres le font, sans rechercher sa valeur fondamentale.","not_enough_meaning"
13,"Oubli de la fréquence de base","Nous avons tendance à ignorer les informations statistiques générales (fréquences de base) en faveur d'informations spécifiques et descriptives (anecdotes).","Vous lisez une histoire vivante sur une personne qui a gagné à la loterie, alors vous achetez un billet, en ignorant les chances astronomiques de gagner (la fréquence de base).","too_much_information"
14,"Biais de croyance","La tendance à juger la force des arguments en fonction de la plausibilité de leur conclusion, plutôt que de la force avec laquelle ils soutiennent cette conclusion.","Accepter un argument mal raisonné tel que 'Toutes les fleurs ont besoin de lumière, et les roses ont besoin de lumière, donc les roses sont des fleurs' parce que la conclusion est évidemment vraie, même si la logique est défectueuse.","not_enough_meaning"
15,"Effet Ben Franklin","Une personne qui a rendu un service à quelqu'un est plus susceptible de lui rendre un autre service que si elle avait reçu un service de cette personne.","Si vous voulez que quelqu'un vous apprécie, demandez-lui de vous rendre un petit service. Son cerveau rationalisera qu'il doit vous apprécier, sinon il n'aurait pas aidé.","need_to_act_fast"
16,"Paradoxe de Berkson","La tendance à mal interpréter les expériences statistiques impliquant des probabilités conditionnelles.","Une fausse observation selon laquelle deux traits souhaitables sont négativement corrélés. Par exemple, dans une population hospitalière, on pourrait observer que les patients atteints de la maladie A sont moins susceptibles d'avoir la maladie B, ce qui conduit à une fausse conclusion sur la relation des maladies dans la population générale.","not_enough_meaning"
17,"Angle mort de la partialité","La tendance à se voir moins partial que les autres, ou à être capable d'identifier plus de biais cognitifs chez les autres que chez soi.","Croire que l'on est objectif et rationnel dans ses opinions politiques, tout en voyant les partisans du parti adverse comme étant complètement partiaux et illogiques.","not_enough_meaning"
18,"Effet de bizarrerie","Les informations bizarres, inhabituelles ou surprenantes sont mieux mémorisées que les informations courantes et attendues.","Dans une liste de mots, vous êtes plus susceptible de vous souvenir de 'ornithorynque' et 'zeppelin' que de 'chaise' et 'table'.","too_much_information"
19,"Biais de soutien du choix","La tendance à se souvenir de ses choix comme étant meilleurs qu'ils ne l'étaient en réalité.","En vous remémorant une décision passée, comme le choix d'une université, vous êtes plus susceptible de vous souvenir des aspects positifs de votre choix et des aspects négatifs des alternatives.","too_much_information"
20,"Illusion des séries","La tendance à voir des schémas dans des événements aléatoires. Elle est au cœur du sophisme du joueur.","Voir une 'série chanceuse' chez un joueur de basket-ball qui a réussi plusieurs tirs d'affilée, même si chaque tir est un événement indépendant.","not_enough_meaning"
21,"Évanouissement de la compassion","La tendance à être moins ému par un grand nombre de personnes qui souffrent que par une seule personne identifiable.","Faire un don important pour aider un seul enfant dont on a vu l'histoire aux nouvelles, mais être moins disposé à faire un don à un fonds qui aiderait des milliers d'enfants anonymes.","too_much_information"
22,"Biais de confirmation","La tendance à rechercher, interpréter, favoriser et se souvenir des informations d'une manière qui confirme ou soutient ses croyances ou valeurs antérieures.","Une personne qui croit qu'un certain parti politique est corrompu consommera principalement des nouvelles de sources qui rapportent les scandales de ce parti, tout en ignorant les nouvelles positives.","too_much_information"
23,"Biais de congruence","La tendance à tester les hypothèses exclusivement par des tests directs, au lieu de tester d'autres hypothèses possibles.","Si vous pensez qu'un certain type de stylo est le meilleur, vous pourriez ne le tester que sur du papier où vous savez qu'il fonctionne bien, plutôt que de l'essayer sur différentes surfaces où il pourrait échouer.","too_much_information"
24,"Sophisme de la conjonction","La tendance à supposer que des conditions spécifiques sont plus probables qu'une seule condition générale.","Croire qu'il est plus probable qu'une femme soit une 'guichetière de banque féministe' qu'une simple 'guichetière de banque', même si la première catégorie est un sous-ensemble de la seconde.","not_enough_meaning"
25,"Biais de conservatisme","La tendance à réviser insuffisamment sa croyance lorsqu'on est présenté avec de nouvelles preuves.","Un investisseur conserve une action qui se comporte mal, croyant que son évaluation positive initiale est toujours valide malgré les nouvelles négatives qui s'accumulent.","too_much_information"
26,"Effet de contexte","Notre cognition et notre mémoire sont influencées par le contexte dans lequel nous recevons l'information. Le même stimulus peut être interprété différemment selon les indices environnants.","Une personne pourrait juger un vin plus agréable lorsqu'il est servi dans un restaurant chic avec une musique élégante que si elle buvait exactement le même vin dans un gobelet en plastique lors d'un pique-nique.","too_much_information"
27,"Effet de contraste","L'amélioration ou la diminution d'une perception, d'une cognition ou d'une performance connexe à la suite d'une exposition successive ou simultanée à un stimulus de valeur inférieure ou supérieure dans la même dimension.","Une présentation médiocre semblera bien meilleure si elle suit une présentation terrible, et bien pire si elle suit une excellente présentation.","too_much_information"
28,"Biais de courtoisie","La tendance à donner une opinion plus socialement correcte que sa véritable opinion, afin d'éviter d'offenser qui que ce soit.","Dire à un ami que vous adorez sa nouvelle coupe de cheveux, même si vous pensez secrètement qu'elle n'est pas flatteuse.","need_to_act_fast"
29,"Cryptomnésie","Un biais de mémoire par lequel une personne peut se souvenir faussement d'avoir généré une pensée, une idée, une chanson ou une blague, ne s'engageant pas délibérément dans le plagiat mais vivant plutôt un souvenir comme s'il s'agissait d'une nouvelle inspiration.","Un musicien peut composer une mélodie qu'il croit originale, pour découvrir plus tard qu'elle est très similaire à une chanson qu'il a entendue il y a des années.","what_to_remember"
30,"Oubli dépendant des indices","L'incapacité à se souvenir d'informations sans les indices spécifiques qui étaient présents lors de la formation de la mémoire.","Vous entrez dans une pièce pour chercher quelque chose, mais vous oubliez ce que c'était. Lorsque vous retournez dans votre pièce d'origine, le contexte ravive votre mémoire et vous vous souvenez.","too_much_information"
31,"Malédiction du savoir","Lorsque les personnes mieux informées trouvent extrêmement difficile de penser aux problèmes du point de vue des personnes moins informées.","Un ingénieur expert utilisant un jargon technique pour expliquer un concept à un débutant, en supposant qu'ils ont les mêmes connaissances de base.","not_enough_meaning"
32,"Déclinisme","La croyance qu'une société ou une institution tend vers le déclin. Principalement, c'est la tendance à voir le passé sous un jour plus favorable et l'avenir sous un jour plus négatif.","Insister sur le fait que la musique et les films étaient 'tellement meilleurs' dans le passé et que la culture contemporaine est un signe de décadence sociétale.","what_to_remember"
33,"Effet de leurre","Le phénomène par lequel les consommateurs auront tendance à avoir un changement de préférence spécifique entre deux options lorsqu'on leur présente également une troisième option qui est asymétriquement dominée.","Un cinéma propose un petit pop-corn à 3€ et un grand à 7€. La plupart des gens achètent le petit. Lorsqu'une option moyenne est introduite à 6,50€, la plupart des gens achètent maintenant le grand car il semble être une bien meilleure affaire.","need_to_act_fast"
34,"Effet par défaut","Lorsqu'on a le choix entre plusieurs options, la tendance à favoriser celle par défaut.","La plupart des gens s'en tiennent aux paramètres par défaut de leur téléphone, même si leur personnalisation serait bénéfique.","need_to_act_fast"
35,"Effet de dénomination","La tendance à dépenser plus d'argent lorsqu'il est libellé en petites quantités plutôt qu'en grandes quantités.","Vous êtes plus susceptible de dépenser quatre billets de 5€ qu'un seul billet de 20€.","need_to_act_fast"
36,"Effet de disposition","La tendance à vendre des actifs qui ont pris de la valeur, tout en conservant des actifs qui ont perdu de la valeur.","Un investisseur vend une action qui a réalisé un gain de 20% pour 'verrouiller les profits' mais conserve une action qui a perdu 30%, en espérant qu'elle 'reviendra'.","need_to_act_fast"
37,"Biais de distinction","La tendance à voir deux options comme plus dissemblables lorsqu'on les évalue simultanément que lorsqu'on les évalue séparément.","En choisissant entre deux téléviseurs dans un magasin, vous pourriez vous concentrer sur de minuscules différences insignifiantes dans les spécifications. À la maison, vous ne remarqueriez probablement aucune différence entre eux.","too_much_information"
38,"Effet Dunning-Kruger","La tendance des personnes non qualifiées à surestimer leurs propres capacités et la tendance des experts à sous-estimer leurs propres capacités.","Une personne qui vient de commencer à apprendre une nouvelle langue peut croire qu'elle est presque bilingue, tandis qu'un véritable expert est parfaitement conscient de ses propres limites.","need_to_act_fast"
39,"Négligence de la durée","La négligence de la durée d'un événement dans la détermination de sa valeur.","Se souvenir de longues et agréables vacances en fonction de leurs moments forts et de leur fin, plutôt que de leur durée totale.","what_to_remember"
40,"Biais égocentrique","La tendance à se fier trop fortement à sa propre perspective et/ou à avoir une opinion plus élevée de soi-même que la réalité.","Surestimer à quel point vos amis sont d'accord avec vos opinions politiques, ou s'attribuer plus de mérite pour le succès d'un projet de groupe que ce qui est objectivement justifié.","what_to_remember"
41,"Manque d'empathie","Nous sous-estimons l'influence des pulsions viscérales sur nos propres attitudes, préférences et comportements. Il est difficile d'imaginer comment nous nous sentirions dans un état émotionnel ou physiologique différent.","Quand on n'a pas faim, il est facile de décider de manger une salade saine pour le dîner. Quand l'heure du dîner arrive et que vous êtes affamé, votre envie d'un hamburger gras est beaucoup plus forte que prévu.","too_much_information"
42,"Effet de dotation","La tendance des gens à exiger beaucoup plus pour abandonner un objet qu'ils ne seraient prêts à payer pour l'acquérir.","Évaluer une simple tasse à café que vous avez reçue gratuitement à 10€, mais ne pas être prêt à payer plus de 3€ pour la même tasse dans un magasin.","need_to_act_fast"
43,"Essentialisme","La croyance que les choses ont un ensemble de caractéristiques qui en font ce qu'elles sont, et que la tâche de la science et de la philosophie est leur découverte et leur expression.","La croyance qu'il existe une 'essence' d'être masculin ou féminin qui est fixe et ne peut être changée.","not_enough_meaning"
44,"Attente exagérée","La tendance à croire qu'un événement futur sera plus extrême qu'il ne s'avère en réalité.","Croire que gagner à la loterie résoudra tous les problèmes de la vie et apportera un bonheur éternel.","not_enough_meaning"
45,"Biais de l'expérimentateur (Effet d'attente de l'observateur)","Une forme de réactivité dans laquelle le biais cognitif d'un chercheur l'amène à influencer inconsciemment les participants d'une expérience.","Un enseignant qui s'attend à ce qu'un élève réussisse bien peut involontairement lui donner plus d'encouragements et de meilleurs commentaires, ce qui conduit à de meilleures performances.","too_much_information"
46,"Biais des incitations extrinsèques","La tendance à attribuer les motivations des autres davantage à des facteurs extrinsèques (comme les récompenses professionnelles) et nos propres motivations davantage à des facteurs intrinsèques (comme l'apprentissage et le plaisir).","Croire que votre collègue ne travaille dur que pour le salaire, alors que vous croyez que vous travaillez dur parce que vous êtes passionné par le travail.","not_enough_meaning"
47,"Effet de faux consensus","La tendance des gens à surestimer le degré auquel les autres sont d'accord avec eux.","Être choqué d'apprendre qu'un candidat politique que vous soutenez a perdu les élections, parce qu'il semblait que 'tout le monde' que vous connaissiez votait pour lui.","not_enough_meaning"
48,"Faux souvenir","Un phénomène psychologique où une personne se souvient de quelque chose qui ne s'est pas produit ou s'en souvient différemment de la façon dont cela s'est réellement produit.","Beaucoup de gens ont un faux souvenir d'avoir vu Bugs Bunny à Disneyland, même si Bugs Bunny est un personnage de Warner Bros.","what_to_remember"
49,"Effet de focalisation","La tendance à accorder trop d'importance à un aspect d'un événement, ce qui entraîne une erreur dans la prédiction précise de l'utilité d'un résultat futur.","Les gens croient souvent que vivre en Californie les rendrait beaucoup plus heureux, en se concentrant sur le beau temps tout en ignorant d'autres facteurs comme la circulation et le coût de la vie.","too_much_information"
50,"Effet Forer (Effet Barnum)","L'observation que les individus donneront des notes de grande précision à des descriptions de leur personnalité qui sont censées être spécifiquement adaptées pour eux, mais qui sont en fait suffisamment vagues et générales pour s'appliquer à un large éventail de personnes.","Les gens croient facilement aux prédictions vagues des horoscopes parce qu'ils peuvent facilement trouver des exemples dans leur propre vie qui semblent confirmer les déclarations.","not_enough_meaning"
51,"Effet de cadrage","Tirer des conclusions différentes des mêmes informations, selon la manière dont ces informations sont présentées.","Un produit annoncé comme '90% sans matières grasses' est plus attrayant qu'un produit décrit comme '10% de matières grasses', même s'ils sont identiques.","need_to_act_fast"
52,"Illusion de fréquence (Phénomène Baader-Meinhof)","Après avoir remarqué quelque chose pour la première fois, il y a une tendance à le remarquer plus souvent, ce qui amène à croire qu'il a une fréquence d'occurrence accrue.","Vous apprenez un nouveau mot, puis vous semblez soudainement voir ou entendre ce mot partout.","too_much_information"
53,"Fixité fonctionnelle","Un biais cognitif qui limite une personne à n'utiliser un objet que de la manière dont il est traditionnellement utilisé.","Avoir besoin d'un marteau mais ne pas réaliser que l'on pourrait utiliser une clé lourde pour enfoncer un clou.","not_enough_meaning"
54,"Erreur fondamentale d'attribution","La tendance des gens à sous-estimer les explications situationnelles du comportement observé d'un individu tout en sur-estimant les explications dispositionnelles et basées sur la personnalité.","Supposer qu'une personne qui vous coupe la route en voiture est un crétin égoïste, plutôt que de considérer qu'elle pourrait être en situation d'urgence.","not_enough_meaning"
55,"Sophisme du joueur","La tendance à penser que les probabilités futures sont modifiées par les événements passés, alors qu'en réalité elles sont inchangées.","Après qu'une pièce de monnaie soit tombée cinq fois de suite sur face, une personne pourrait croire que le prochain lancer est 'dû' pour être pile.","not_enough_meaning"
56,"Effet Google (Amnésie numérique)","La tendance à oublier les informations qui peuvent être trouvées facilement en ligne à l'aide des moteurs de recherche Internet.","Vous êtes moins susceptible de vous souvenir d'un fait spécifique, comme l'anniversaire d'un acteur, parce que vous savez que vous pouvez facilement le rechercher sur votre téléphone.","what_to_remember"
57,"Erreur d'attribution de groupe","La tendance à croire que les caractéristiques d'un membre individuel d'un groupe sont le reflet du groupe dans son ensemble.","Après une interaction négative avec un seul touriste d'un pays particulier, conclure que tout le monde de ce pays est impoli.","not_enough_meaning"
58,"Pensée de groupe","Le phénomène psychologique qui se produit au sein d'un groupe de personnes dans lequel le désir d'harmonie ou de conformité dans le groupe aboutit à un résultat décisionnel irrationnel ou dysfonctionnel.","Lors d'une réunion d'affaires, tous les cadres supérieurs sont d'accord sur un plan risqué. Les membres juniors hésitent à s'y opposer de peur de perturber l'harmonie et d'être considérés comme ne faisant pas partie de l'équipe.","need_to_act_fast"
59,"Effet de halo","La tendance des traits positifs ou négatifs d'une personne à 'déborder' d'un domaine de sa personnalité à un autre dans la perception des autres.","Supposer qu'une personne physiquement attirante est aussi intelligente, gentille et drôle.","not_enough_meaning"
60,"Effet difficile-facile","La tendance à surestimer sa capacité à accomplir une tâche difficile et à sous-estimer sa capacité à accomplir une tâche facile.","Un étudiant peut être trop confiant quant à sa capacité à rédiger un document de recherche complexe, mais manquer de confiance quant à sa capacité à réussir un simple quiz à choix multiples.","need_to_act_fast"
61,"Biais rétrospectif","La tendance à voir les événements passés comme étant prévisibles au moment où ces événements se sont produits.","Après un krach boursier, les gens pourraient dire qu'ils 'savaient que ça allait arriver depuis le début', même si ce n'était pas le cas.","what_to_remember"
62,"Biais d'attribution hostile","La tendance à interpréter le comportement des autres comme ayant une intention hostile, même lorsque le comportement est ambigu ou bénin.","Si quelqu'un vous bouscule dans une pièce bondée, vous supposez immédiatement qu'il l'a fait exprès pour être agressif.","not_enough_meaning"
63,"Sophisme de la main chaude","La croyance qu'une personne qui a connu le succès avec un événement aléatoire a une plus grande chance de succès supplémentaire lors de tentatives additionnelles.","On pense qu'un joueur de basket-ball qui a réussi ses derniers tirs a une 'main chaude' et est plus susceptible de réussir son prochain tir.","not_enough_meaning"
64,"Effet d'humour","Les éléments humoristiques sont plus facilement mémorisés que les éléments non humoristiques.","Vous êtes plus susceptible de vous souvenir des détails d'une publicité amusante que d'une publicité sérieuse, même pour un produit similaire.","too_much_information"
65,"Escompte hyperbolique","La tendance des gens à choisir de plus en plus une récompense plus petite et plus proche dans le temps plutôt qu'une récompense plus grande et plus éloignée, à mesure que le délai se produit plus tôt que plus tard.","Préférer recevoir 50€ aujourd'hui plutôt que 100€ dans six mois, même si ce dernier choix est financièrement meilleur.","need_to_act_fast"
66,"Effet IKEA","La tendance des gens à accorder une valeur disproportionnée aux produits qu'ils ont partiellement créés.","Avoir le sentiment que la bibliothèque que vous avez eu du mal à assembler vous-même a plus de valeur qu'une bibliothèque identique, pré-assemblée, du magasin.","need_to_act_fast"
67,"Illusion de contrôle","La tendance à surestimer sa capacité à contrôler les événements.","Les gens croient souvent qu'ils peuvent influencer le résultat d'un lancer de dés en le lançant plus fort pour un nombre élevé et plus doucement pour un nombre bas.","not_enough_meaning"
68,"Illusion de profondeur explicative","L'illusion que vous comprenez un sujet beaucoup plus en détail que vous ne le faites réellement.","Croire avec confiance que vous savez comment fonctionne une fermeture à glissière, mais être incapable d'expliquer le mécanisme lorsqu'on vous le demande.","not_enough_meaning"
69,"Illusion de transparence","La tendance des gens à surestimer le degré auquel leur état mental personnel est connu des autres.","Croire que votre nervosité est évidente pour le public lorsque vous faites une présentation, même s'ils ne la remarquent pas.","not_enough_meaning"
70,"Illusion de validité","Nous surestimons notre capacité à interpréter et à prédire avec précision le résultat lors de l'analyse d'un ensemble de données, en particulier lorsque les données analysées montrent un schéma très cohérent.","Un intervieweur d'emploi peut se sentir confiant dans sa capacité à choisir le meilleur candidat sur la base d'un court entretien, malgré les études montrant que les entretiens non structurés sont de mauvais prédicteurs de la performance professionnelle.","not_enough_meaning"
71,"Corrélation illusoire","Le phénomène de percevoir une relation entre des variables même lorsqu'une telle relation n'existe pas.","Croire qu'il pleut toujours après avoir lavé sa voiture.","not_enough_meaning"
72,"Supériorité illusoire (Effet Lake Wobegon)","La tendance humaine à surestimer ses réalisations et ses capacités par rapport aux autres.","Dans un sondage, 90% des conducteurs pourraient évaluer leurs propres compétences de conduite comme 'supérieures à la moyenne'.","need_to_act_fast"
73,"Effet de vérité illusoire","Nous sommes plus susceptibles de croire aux informations auxquelles nous avons été exposés à plusieurs reprises, qu'elles soient vraies ou non.","Un mensonge politique, s'il est répété fréquemment par les médias et les politiciens, peut être accepté comme une vérité par une partie de la population.","too_much_information"
74,"Biais d'impact","La tendance à surestimer la durée ou l'intensité des états émotionnels futurs.","Croire que rompre avec un partenaire vous laissera dévasté pendant des années, alors qu'en réalité la douleur émotionnelle s'atténue beaucoup plus rapidement.","need_to_act_fast"
75,"Biais d'information","La tendance à rechercher des informations lorsqu'elles n'affectent pas l'action.","Continuer à rechercher différents modèles de voitures même après avoir déjà pris une décision et en avoir acheté une.","too_much_information"
76,"Biais d'endogroupe","La tendance des gens à accorder un traitement préférentiel aux autres qu'ils perçoivent comme membres de leurs propres groupes.","Embaucher un candidat de sa propre alma mater plutôt qu'un candidat plus qualifié d'une autre école.","not_enough_meaning"
77,"Insensibilité à la taille de l'échantillon","La tendance à sous-estimer la variation dans les petits échantillons. Nous tirons souvent des conclusions à partir de petites quantités de données sans tenir compte du rôle du hasard.","Un hôpital signale qu'un jour donné, 60% des bébés nés étaient des garçons. Les gens sont plus surpris par cela si l'hôpital est grand (nombreuses naissances) que s'il est petit (peu de naissances), même si les petits échantillons sont plus susceptibles de montrer des résultats extrêmes.","not_enough_meaning"
78,"Escalade irrationnelle (Sophisme des coûts irrécupérables)","Le phénomène où les gens justifient un investissement accru dans une décision, sur la base de l'investissement cumulé antérieur, malgré de nouvelles preuves suggérant que la décision était probablement mauvaise.","Continuer à injecter de l'argent dans un projet d'entreprise en faillite parce que 'nous avons déjà trop investi pour arrêter maintenant.'","need_to_act_fast"
79,"Hypothèse du monde juste","La tendance à croire que le monde est juste et que les gens obtiennent ce qu'ils méritent.","Blâmer la victime d'un crime ou d'un accident en supposant qu'elle a dû faire quelque chose pour mériter son sort.","not_enough_meaning"
80,"Loi de l'instrument (Marteau de Maslow)","Une dépendance excessive à un outil familier ; si tout ce que vous avez est un marteau, tout ressemble à un clou.","Une personne qui est très douée avec les tableurs pourrait essayer de résoudre chaque problème commercial avec un tableur, même lorsque d'autres outils seraient plus appropriés.","not_enough_meaning"
81,"Effet moins-c'est-mieux","Un biais cognitif qui amène les gens à préférer un plus petit ensemble d'articles à un plus grand ensemble, même si le plus grand ensemble contient tous les articles du plus petit ensemble et plus encore.","Préférer recevoir une écharpe haut de gamme en cadeau plutôt qu'un coffret cadeau qui comprend la même écharpe plus un article moins désirable et moins cher.","need_to_act_fast"
82,"Nivellement et accentuation","Deux distorsions de mémoire opposées qui se produisent avec le temps. Le nivellement est la perte de détails, tandis que l'accentuation est l'emphase de certains détails.","En racontant une histoire, une personne peut oublier des détails mineurs (nivellement) mais exagérer la partie la plus excitante (accentuation).","what_to_remember"
83,"Soi miroir","Un concept de psychologie sociale affirmant que le soi d'une personne se développe à partir des interactions interpersonnelles de la société et des perceptions des autres.","Si les gens vous traitent constamment comme un leader, vous pouvez commencer à vous voir comme tel et à agir en conséquence.","not_enough_meaning"
84,"Aversion à la perte","La tendance à préférer éviter les pertes plutôt qu'à acquérir des gains équivalents. Il vaut mieux ne pas perdre 5€ que de trouver 5€.","Ressentir plus de douleur à perdre 100€ que de plaisir à gagner 100€.","need_to_act_fast"
85,"Effet de simple exposition","Nous avons tendance à développer une préférence pour les choses simplement parce que nous les connaissons.","Vous pourriez ne pas aimer une nouvelle chanson la première fois que vous l'entendez, mais après l'avoir entendue à la radio plusieurs fois, vous commencez à l'apprécier.","too_much_information"
86,"Effet de désinformation","La mémoire devenant moins précise à cause d'informations post-événement.","Un témoin à qui l'on demande 'À quelle vitesse allaient les voitures lorsqu'elles se sont percutées ?' pourrait plus tard se souvenir que les voitures allaient plus vite qu'elles ne l'étaient en réalité.","what_to_remember"
87,"Effet de crédentialisme moral","La tendance d'un bilan de non-préjugés à augmenter les préjugés ultérieurs. Une personne qui a posé un acte moral peut se sentir comme si elle avait une 'licence' pour en poser un immoral.","Après avoir fait un don à une œuvre de charité, une personne peut se sentir justifiée d'être impolie avec un employé de service plus tard dans la journée.","not_enough_meaning"
88,"Chance morale","Le phénomène par lequel un agent moral se voit attribuer un blâme ou des éloges moraux pour une action ou ses conséquences, même s'il est clair que ledit agent n'avait pas le contrôle total sur l'action ou ses conséquences.","Un conducteur ivre qui rentre chez lui en toute sécurité est jugé moins sévèrement que celui qui heurte un piéton, même si sa décision de conduire en état d'ébriété était tout aussi imprudente.","not_enough_meaning"
89,"Cynisme naïf","Le biais cognitif qui se produit lorsque les gens s'attendent à plus de biais égocentrique chez les autres que ce n'est réellement le cas.","Croire qu'une personne qui accomplit un acte de gentillesse doit avoir un motif égoïste ultérieur.","not_enough_meaning"
90,"Réalisme naïf","La tendance humaine à croire que nous voyons le monde qui nous entoure objectivement, et que les gens qui ne sont pas d'accord avec nous doivent être mal informés, irrationnels ou partiaux.","Croire que ses opinions politiques sont basées sur des faits purs et de la logique, et que quiconque n'est pas d'accord est simplement mal informé.","not_enough_meaning"
91,"Biais de négativité","Les événements et les émotions négatifs ont un impact plus important sur notre état psychologique et nos processus que les événements neutres ou positifs.","Vous recevez dix commentaires positifs et un commentaire négatif sur une présentation. Vous vous attarderez probablement sur le seul retour négatif.","too_much_information"
92,"Négligence de la probabilité","La tendance à ignorer complètement la probabilité lors de la prise de décision en situation d'incertitude.","Choisir de conduire au lieu de prendre l'avion par peur des accidents d'avion, malgré la probabilité statistique d'un accident de voiture beaucoup plus élevée.","not_enough_meaning"
93,"Biais de normalité","Le refus de planifier ou de réagir à une catastrophe qui ne s'est jamais produite auparavant.","Les habitants d'une ville côtière ignorant les avertissements d'évacuation en cas d'ouragan parce qu'ils n'ont 'jamais eu de grosse tempête ici auparavant'.","need_to_act_fast"
94,"Pas inventé ici","Aversion au contact ou à l'utilisation de produits, de recherches, de normes ou de connaissances développés en dehors d'un groupe.","L'équipe d'ingénierie d'une entreprise insistant pour créer un nouvel outil logiciel à partir de zéro, même s'il existe déjà un outil tiers parfaitement bon et moins cher.","not_enough_meaning"
95,"Biais d'omission","La tendance à juger les actions nuisibles comme pires, ou moins morales, que les omissions (inactions) tout aussi nuisibles.","Une personne qui laisse mourir un patient en n'administrant pas un médicament vital est souvent jugée moins sévèrement qu'une personne qui administre un médicament mortel, même si le résultat est le même.","too_much_information"
96,"Biais d'optimisme","La tendance à être trop optimiste, à surestimer les résultats favorables et agréables.","Une personne peut croire qu'elle est moins susceptible de vivre un événement négatif, comme un accident de voiture ou une maladie grave, que d'autres personnes.","need_to_act_fast"
97,"Effet de l'autruche","La décision d'ignorer les informations dangereuses ou négatives en 'se cachant la tête dans le sable', comme une autruche.","Un investisseur évitant de vérifier son portefeuille lors d'une baisse du marché, en espérant que le problème disparaîtra de lui-même.","too_much_information"
98,"Biais d'homogénéité de l'exogroupe","La perception des membres de l'exogroupe comme étant plus similaires les uns aux autres que les membres de l'endogroupe.","Croire que 'tous les fans de cette équipe sportive rivale sont les mêmes', tout en voyant une grande diversité parmi les fans de sa propre équipe.","not_enough_meaning"
99,"Effet de surconfiance","La tendance d'une personne à ce que sa confiance subjective dans ses jugements soit systématiquement supérieure à sa précision objective.","Un étudiant qui est certain d'avoir réussi un examen est surpris de ne recevoir qu'une note médiocre.","need_to_act_fast"
100,"Paréidolie","Un type d'apophénie, c'est la tendance à percevoir une image spécifique, souvent significative, dans un motif visuel aléatoire ou ambigu.","Voir 'l'homme dans la lune' ou un visage dans un morceau de pain grillé.","not_enough_meaning"
